genes,signedlogP
evm.TU.Ap2.2785,-1.18356424820583
evm.TU.Ap2.2786,1.09279755509039
evm.TU.Ap2.2787,1.42904903739031
evm.TU.Ap2.2788,0.324892870213232
evm.TU.Ap2.2789,-1.10638199081214
evm.TU.Ap2.279,-0.000931367929868395
evm.TU.Ap2.2790,-0.717060065430255
evm.TU.Ap2.2791,0.0978162478948745
evm.TU.Ap2.2792,0.754717129757333
evm.TU.Ap2.2793,NA
evm.TU.Ap2.2794,0.159611180975858
evm.TU.Ap2.2795,-2.05671138549652
evm.TU.Ap2.2796,0.0317715429772729
evm.TU.Ap2.2797,-0.00112396006566933
evm.TU.Ap2.2798,0.0317705911641326
evm.TU.Ap2.2799,-1.11041776074873
evm.TU.Ap2.28,1.84804301033772
evm.TU.Ap2.280,-0.110478487912166
evm.TU.Ap2.2800,-0.259913694713901
evm.TU.Ap2.2801,-0.506890581509291
evm.TU.Ap2.2802,0.937685733891183
evm.TU.Ap2.2803,0.00223127263222872
evm.TU.Ap2.2804,0.0424648393831433
evm.TU.Ap2.2805,-0.128624725265727
evm.TU.Ap2.2806,0.774720220380339
evm.TU.Ap2.2807,-2.29666429076957
evm.TU.Ap2.2808,-11.1144847509781
evm.TU.Ap2.2809,-7.67240267763517
evm.TU.Ap2.281,-0.0514558301515805
evm.TU.Ap2.2810,-2.72918137545906
evm.TU.Ap2.2811,-4.59112653495832
evm.TU.Ap2.2812,-1.246851073169
evm.TU.Ap2.2813,-0.267147679284943
evm.TU.Ap2.2814,0.0398769279990229
evm.TU.Ap2.2815,1.32618223404713
evm.TU.Ap2.2816,-0.54407155266912
evm.TU.Ap2.2817,-0.176133542526019
evm.TU.Ap2.2818,-0.0858241431386653
evm.TU.Ap2.2819,2.37001615465541
evm.TU.Ap2.282,-5.0901967147184
evm.TU.Ap2.2820,0.0824499349230507
evm.TU.Ap2.2821,NA
evm.TU.Ap2.2822,-0.0282126283861003
evm.TU.Ap2.2823,-2.64471521620889
evm.TU.Ap2.2824,NA
evm.TU.Ap2.2825,0.518359748870048
evm.TU.Ap2.2826,0.693814502479445
evm.TU.Ap2.2827,-0.0677219906481368
evm.TU.Ap2.2828,0.859894752525193
evm.TU.Ap2.2829,-2.19399463769038
evm.TU.Ap2.283,-1.52049990370504
evm.TU.Ap2.2830,4.38766111552697
evm.TU.Ap2.2831,0.821400053847051
evm.TU.Ap2.2832,0.657696758945562
evm.TU.Ap2.2833,1.37182821045502
evm.TU.Ap2.2834,-1.53933651783989
evm.TU.Ap2.2835,NA
evm.TU.Ap2.2836,-0.655585658269493
evm.TU.Ap2.2837,-1.47875889571526
evm.TU.Ap2.2838,-3.78468414458996
evm.TU.Ap2.2839,-1.56380306836783
evm.TU.Ap2.284,-2.49815251515134
evm.TU.Ap2.2840,7.70853211052036
evm.TU.Ap2.2841,-0.482615507832671
evm.TU.Ap2.2842,-1.15947948936223
evm.TU.Ap2.2843,0.159195124286422
evm.TU.Ap2.2844,0.0708764299004746
evm.TU.Ap2.2845,-2.14671593644127
evm.TU.Ap2.2846,2.9880182892045
evm.TU.Ap2.2847,-1.64956047230924
evm.TU.Ap2.2848,0.14911079047361
evm.TU.Ap2.2849,0.617067409871805
evm.TU.Ap2.285,-1.29892560069577
evm.TU.Ap2.2850,4.39667361115567
evm.TU.Ap2.2851,-0.340111096548486
evm.TU.Ap2.2852,-9.09611071711999
evm.TU.Ap2.2853,-0.0389820735241046
evm.TU.Ap2.2854,NA
evm.TU.Ap2.2855,NA
evm.TU.Ap2.2856,NA
evm.TU.Ap2.2857,NA
evm.TU.Ap2.2858,NA
evm.TU.Ap2.2859,NA
evm.TU.Ap2.286,-2.41032659156817
evm.TU.Ap2.2860,NA
evm.TU.Ap2.2861,NA
evm.TU.Ap2.2862,NA
evm.TU.Ap2.2863,NA
evm.TU.Ap2.2864,NA
evm.TU.Ap2.2865,NA
evm.TU.Ap2.2866,NA
evm.TU.Ap2.2867,NA
evm.TU.Ap2.2868,NA
evm.TU.Ap2.2869,NA
evm.TU.Ap2.287,-0.887755089659367
evm.TU.Ap2.2870,NA
evm.TU.Ap2.2871,NA
evm.TU.Ap2.2872,NA
evm.TU.Ap2.2873,NA
evm.TU.Ap2.2874,NA
evm.TU.Ap2.2875,NA
evm.TU.Ap2.2876,NA
evm.TU.Ap2.2877,NA
evm.TU.Ap2.2878,NA
evm.TU.Ap2.2879,NA
evm.TU.Ap2.288,1.10937383348082
evm.TU.Ap2.2880,NA
evm.TU.Ap2.2881,NA
evm.TU.Ap2.2882,NA
evm.TU.Ap2.2883,NA
evm.TU.Ap2.2884,-1.19514648558062
evm.TU.Ap2.2885,-0.0558547444585524
evm.TU.Ap2.2886,-0.303007682196057
evm.TU.Ap2.2887,2.16380999124446
evm.TU.Ap2.2888,0.0520566966891469
evm.TU.Ap2.2889,0.0537844110889638
evm.TU.Ap2.289,1.06634832062425
evm.TU.Ap2.2890,-0.0592611303110849
evm.TU.Ap2.2891,1.22891481383109
evm.TU.Ap2.2892,0.318930622879335
evm.TU.Ap2.2893,0.167998554872104
evm.TU.Ap2.2894,-0.207022068908149
evm.TU.Ap2.2895,-0.113005783295096
evm.TU.Ap2.2896,1.16021051431812
evm.TU.Ap2.2897,-1.84057575686754
evm.TU.Ap2.2898,-0.524468252756623
evm.TU.Ap2.2899,-0.562510294019473
evm.TU.Ap2.29,0.585109524661827
evm.TU.Ap2.290,0.395010003989596
evm.TU.Ap2.2900,1.14715734853901
evm.TU.Ap2.2901,1.8193937084538
evm.TU.Ap2.2902,-4.6469874779369
evm.TU.Ap2.2903,-0.191767638292311
evm.TU.Ap2.2904,NA
evm.TU.Ap2.2905,-0.344573011286319
evm.TU.Ap2.2906,0.367725108918138
evm.TU.Ap2.2907,0.0415714549580997
evm.TU.Ap2.2908,-0.0930696491875548
evm.TU.Ap2.2909,-2.02134060315702
evm.TU.Ap2.291,1.46771294413195
evm.TU.Ap2.2910,-0.719941750799783
evm.TU.Ap2.2911,NA
evm.TU.Ap2.2912,NA
evm.TU.Ap2.2913,-0.0360698541410967
evm.TU.Ap2.2914,-0.662286374059725
evm.TU.Ap2.2915,0.0864255109370122
evm.TU.Ap2.2916,-0.0699562319816338
evm.TU.Ap2.2917,NA
evm.TU.Ap2.2918,-0.338136192557097
evm.TU.Ap2.2919,1.0024143132688
evm.TU.Ap2.292,-0.322755744522843
evm.TU.Ap2.2920,-1.6386194718106
evm.TU.Ap2.2921,0.298953779926598
evm.TU.Ap2.2922,NA
evm.TU.Ap2.2923,NA
evm.TU.Ap2.2924,0.967312412025334
evm.TU.Ap2.2925,NA
evm.TU.Ap2.2926,0.450890923960822
evm.TU.Ap2.2927,1.0930385292158
evm.TU.Ap2.2928,0.080930521917949
evm.TU.Ap2.2929,0.73575888495507
evm.TU.Ap2.293,0.441022407445437
evm.TU.Ap2.2930,-0.185485091363092
evm.TU.Ap2.2931,1.1067619091238
evm.TU.Ap2.2932,0.750249866447364
evm.TU.Ap2.2933,-0.000927834975608541
evm.TU.Ap2.2934,NA
evm.TU.Ap2.2935,-0.0360689399880181
evm.TU.Ap2.2936,NA
evm.TU.Ap2.2937,2.78116716354693
evm.TU.Ap2.2938,0.165854940943597
evm.TU.Ap2.2939,0.0397505181604913
evm.TU.Ap2.294,1.94816023048375
evm.TU.Ap2.2940,-0.787777502979377
evm.TU.Ap2.2941,0.635225925811513
evm.TU.Ap2.2942,-0.496402021700613
evm.TU.Ap2.2943,NA
evm.TU.Ap2.2944,0.567079671442346
evm.TU.Ap2.2945,5.37464423849053
evm.TU.Ap2.2946,-0.150961466068246
evm.TU.Ap2.2947,-4.48588704195654
evm.TU.Ap2.2948,0.206557963383925
evm.TU.Ap2.2949,-0.844309567785084
evm.TU.Ap2.295,-0.58026868658576
evm.TU.Ap2.2950,-0.000929200317949314
evm.TU.Ap2.2951,0.0317719981928539
evm.TU.Ap2.2952,0.0685182975648996
evm.TU.Ap2.2953,0.216032024741514
evm.TU.Ap2.2954,0.898004164469004
evm.TU.Ap2.2955,-0.143074757904288
evm.TU.Ap2.2956,0.0295190549843458
evm.TU.Ap2.2957,0.383909952571587
evm.TU.Ap2.2958,0.289124497163363
evm.TU.Ap2.2959,1.49550021845791
evm.TU.Ap2.296,-0.210429834959099
evm.TU.Ap2.2960,-0.00092783497560843
evm.TU.Ap2.2961,0.0317719981928539
evm.TU.Ap2.2962,NA
evm.TU.Ap2.2963,-0.144369160093699
evm.TU.Ap2.2964,0.0756328292794643
evm.TU.Ap2.2965,0.0317719981928539
evm.TU.Ap2.2966,-0.626270941376718
evm.TU.Ap2.2967,0.0317719981928539
evm.TU.Ap2.2968,-0.310881398851886
evm.TU.Ap2.2969,-0.146110534245977
evm.TU.Ap2.297,0.710465922616309
evm.TU.Ap2.2970,1.47376538033845
evm.TU.Ap2.2971,NA
evm.TU.Ap2.2972,NA
evm.TU.Ap2.2973,NA
evm.TU.Ap2.2974,1.81985645665672
evm.TU.Ap2.2975,-0.676537358898582
evm.TU.Ap2.2976,0.0317706675628058
evm.TU.Ap2.2977,-0.563176554620309
evm.TU.Ap2.2978,-0.148813433683677
evm.TU.Ap2.2979,0.133027702128524
evm.TU.Ap2.298,-1.0512537892384
evm.TU.Ap2.2980,NA
evm.TU.Ap2.2981,0.462534259418988
evm.TU.Ap2.2982,0.405632724332399
evm.TU.Ap2.2983,0.104082362553145
evm.TU.Ap2.2984,0.351486648854441
evm.TU.Ap2.2985,0.0785798643645909
evm.TU.Ap2.2986,0.272173321679045
evm.TU.Ap2.2987,0.0661726111192025
evm.TU.Ap2.2988,-0.0368938595378569
evm.TU.Ap2.2989,NA
evm.TU.Ap2.299,-2.42873175675342
evm.TU.Ap2.2990,NA
evm.TU.Ap2.2991,NA
evm.TU.Ap2.2992,0.315517168273434
evm.TU.Ap2.2993,NA
evm.TU.Ap2.2994,0.134092984276091
evm.TU.Ap2.2995,0.150593988295956
evm.TU.Ap2.2996,NA
evm.TU.Ap2.2997,0.0317711577941266
evm.TU.Ap2.2998,0.370392852039273
evm.TU.Ap2.2999,-0.606084248983403
evm.TU.Ap2.3,-4.19750405876934
evm.TU.Ap2.30,NA
evm.TU.Ap2.300,0.0687000300022567
evm.TU.Ap2.3000,-0.0799497484468885
evm.TU.Ap2.3001,3.8307331412466
evm.TU.Ap2.3002,-0.335106912921502
evm.TU.Ap2.3003,-0.202294296879214
evm.TU.Ap2.3004,-4.08990504223944
evm.TU.Ap2.3005,-4.25460340300824
evm.TU.Ap2.3006,-9.57229051596834
evm.TU.Ap2.3007,-3.46060100070002
evm.TU.Ap2.3008,-0.123523545724848
evm.TU.Ap2.3009,1.01583719015234
evm.TU.Ap2.301,-1.78830283263122
evm.TU.Ap2.3010,-14.9396319933833
evm.TU.Ap2.3011,-0.835222447479894
evm.TU.Ap2.3012,1.27430685147883
evm.TU.Ap2.3013,-0.330787590037536
evm.TU.Ap2.3014,NA
evm.TU.Ap2.3015,NA
evm.TU.Ap2.3016,-0.0414713530399573
evm.TU.Ap2.3017,NA
evm.TU.Ap2.3018,-2.03773958148881
evm.TU.Ap2.3019,-6.23306078452633
evm.TU.Ap2.302,NA
evm.TU.Ap2.3020,-6.98862679264509
evm.TU.Ap2.3021,-6.5118538052473
evm.TU.Ap2.3022,-5.81287241843326
evm.TU.Ap2.3023,-4.78004013287992
evm.TU.Ap2.3024,-5.78729749321081
evm.TU.Ap2.3025,-5.73563953792028
evm.TU.Ap2.3026,-3.13164254763074
evm.TU.Ap2.3027,0.274084835757745
evm.TU.Ap2.3028,1.47506255406381
evm.TU.Ap2.3029,0.138726369658491
evm.TU.Ap2.303,0.0598414019035804
evm.TU.Ap2.3030,0.168837091202533
evm.TU.Ap2.3031,-3.366655464718
evm.TU.Ap2.3032,-2.15891575749522
evm.TU.Ap2.3033,-1.68283418419314
evm.TU.Ap2.3034,-0.00174459306695334
evm.TU.Ap2.3035,-3.18234301969996
evm.TU.Ap2.3036,-0.463338738277412
evm.TU.Ap2.3037,1.25510372945732
evm.TU.Ap2.3038,-0.295777219776576
evm.TU.Ap2.3039,-0.0336874137854856
evm.TU.Ap2.304,0.0239657190205441
evm.TU.Ap2.3040,0.0348281214825999
evm.TU.Ap2.3041,0.70664764040652
evm.TU.Ap2.3042,-0.185917748796375
evm.TU.Ap2.3043,NA
evm.TU.Ap2.3044,NA
evm.TU.Ap2.3045,NA
evm.TU.Ap2.3046,NA
evm.TU.Ap2.3047,NA
evm.TU.Ap2.3048,NA
evm.TU.Ap2.3049,2.13646968306678
evm.TU.Ap2.305,0.158081958583846
evm.TU.Ap2.3050,-0.0360689399880181
evm.TU.Ap2.3051,NA
evm.TU.Ap2.3052,0.054378543346367
evm.TU.Ap2.3053,NA
evm.TU.Ap2.3054,NA
evm.TU.Ap2.3055,NA
evm.TU.Ap2.3056,NA
evm.TU.Ap2.3057,NA
evm.TU.Ap2.3058,NA
evm.TU.Ap2.3059,NA
evm.TU.Ap2.306,-0.152672508545671
evm.TU.Ap2.3060,-0.0719783068341688
evm.TU.Ap2.3061,NA
evm.TU.Ap2.3062,-1.85478019901142
evm.TU.Ap2.3063,-0.0360693970644585
evm.TU.Ap2.3064,-1.07775960747359
evm.TU.Ap2.3065,-0.311976537406298
evm.TU.Ap2.3066,0.852218490865397
evm.TU.Ap2.3067,0.619064221876
evm.TU.Ap2.3068,0.441802309463406
evm.TU.Ap2.3069,-0.19726680342937
evm.TU.Ap2.307,0.171620118907079
evm.TU.Ap2.3070,-1.13580311971565
evm.TU.Ap2.3071,-1.53127079843625
evm.TU.Ap2.3072,NA
evm.TU.Ap2.3073,0.215655441531631
evm.TU.Ap2.3074,0.0741147555329116
evm.TU.Ap2.3075,0.814413718525111
evm.TU.Ap2.3076,2.78095979196336
evm.TU.Ap2.3077,-2.29740242717834
evm.TU.Ap2.3078,-0.76825051409288
evm.TU.Ap2.3079,NA
evm.TU.Ap2.308,0.401697262819599
evm.TU.Ap2.3080,-1.64923032723618
evm.TU.Ap2.3081,-2.15314901736606
evm.TU.Ap2.3082,-0.375870492021844
evm.TU.Ap2.3083,-5.83679446409256
evm.TU.Ap2.3084,-6.55851002062419
evm.TU.Ap2.3085,-3.1271278840013
evm.TU.Ap2.3086,-3.35826475212437
evm.TU.Ap2.3087,-2.0451170129579
evm.TU.Ap2.3088,-1.04206250512286
evm.TU.Ap2.3089,0.275834079308825
evm.TU.Ap2.309,NA
evm.TU.Ap2.3090,-1.96055132292085
evm.TU.Ap2.3091,-0.434995517017776
evm.TU.Ap2.3092,-2.46127714439859
evm.TU.Ap2.3093,2.46620170904195
evm.TU.Ap2.3094,-0.128975751278453
evm.TU.Ap2.3095,0.435407521217448
evm.TU.Ap2.3096,9.45925472269448
evm.TU.Ap2.3097,-1.02869378147226
evm.TU.Ap2.3098,4.1604108809255
evm.TU.Ap2.3099,-0.634678084242151
evm.TU.Ap2.31,-0.202152001960612
evm.TU.Ap2.310,-0.257109692061946
evm.TU.Ap2.3100,-1.28843379273766
evm.TU.Ap2.3101,5.29616616369154
evm.TU.Ap2.3102_evm.TU.Ap2.3103,-8.52813833326263
evm.TU.Ap2.3104,0.769298441977414
evm.TU.Ap2.3105,2.09612760969208
evm.TU.Ap2.3106,0.562906263721237
evm.TU.Ap2.3107_evm.TU.Ap2.3108,-1.97812178441409
evm.TU.Ap2.3109,-0.658928698122677
evm.TU.Ap2.311,0.252958236531921
evm.TU.Ap2.3110,1.17584308659285
evm.TU.Ap2.3111,0.034647378880512
evm.TU.Ap2.3112,-0.582871502415003
evm.TU.Ap2.3113,-2.48019010126801
evm.TU.Ap2.3114,0.315412192081426
evm.TU.Ap2.3115,NA
evm.TU.Ap2.3116,0.00377999724702414
evm.TU.Ap2.3117,-0.997377829998429
evm.TU.Ap2.3118,-3.60826252781681
evm.TU.Ap2.3119,-0.39559377573034
evm.TU.Ap2.312,-0.0245663907291631
evm.TU.Ap2.3120,-0.0474510135608453
evm.TU.Ap2.3121,0.0317707375950152
evm.TU.Ap2.3122,0.128022221897143
evm.TU.Ap2.3123,-1.80691108932327
evm.TU.Ap2.3124,-0.0520939082109496
evm.TU.Ap2.3125,-2.41760704251656
evm.TU.Ap2.3126,-0.605730472341504
evm.TU.Ap2.3127,-1.54615722054875
evm.TU.Ap2.3128,-0.166116613055907
evm.TU.Ap2.3129,0.19729919230104
evm.TU.Ap2.313,1.95756661496679
evm.TU.Ap2.3130,0.314144740728855
evm.TU.Ap2.3131,7.96116621846263
evm.TU.Ap2.3132,-3.36433840408209
evm.TU.Ap2.3133,0.344893582850607
evm.TU.Ap2.3134,-1.47305480090037
evm.TU.Ap2.3135,0.629393981766952
evm.TU.Ap2.3136,-0.69736837826881
evm.TU.Ap2.3137,-0.0892643237834244
evm.TU.Ap2.3138,-0.711718334997281
evm.TU.Ap2.3139,0.00382216049513699
evm.TU.Ap2.314,-0.924615105871691
evm.TU.Ap2.3140,0.870404474394622
evm.TU.Ap2.3141,0.464830104919202
evm.TU.Ap2.3142,NA
evm.TU.Ap2.3143,-0.108379094653252
evm.TU.Ap2.3144,-0.0715902676530208
evm.TU.Ap2.3145,-0.0545399768940513
evm.TU.Ap2.3146,-0.424401309198306
evm.TU.Ap2.3147,-4.11135305340867
evm.TU.Ap2.3148,-0.880660072666727
evm.TU.Ap2.3149,-0.171168649463806
evm.TU.Ap2.315,3.57811435654811
evm.TU.Ap2.3150,3.92258410658985
evm.TU.Ap2.3151,-0.0267644464837042
evm.TU.Ap2.3152,-7.79683118603124
evm.TU.Ap2.3153,-0.576872820629618
evm.TU.Ap2.3154,-0.504798896416615
evm.TU.Ap2.3155,1.47591150800931
evm.TU.Ap2.3156,-0.0435803728010492
evm.TU.Ap2.3157,1.84908857565541
evm.TU.Ap2.3158,3.21969927915192
evm.TU.Ap2.3159,0.367622362673044
evm.TU.Ap2.316,0.320133999930291
evm.TU.Ap2.3160,-1.41875996001288
evm.TU.Ap2.3161,-0.369192148740523
evm.TU.Ap2.3162,-0.468352978834513
evm.TU.Ap2.3163,-4.9793559424966
evm.TU.Ap2.3164,-0.049003428134592
evm.TU.Ap2.3165,0.0317706675628058
evm.TU.Ap2.3166,1.64182349539664
evm.TU.Ap2.3167,-0.00120786423612099
evm.TU.Ap2.3168,-0.0763571930503343
evm.TU.Ap2.3169,0.643022417233812
evm.TU.Ap2.317,1.52703181079337
evm.TU.Ap2.3170,-1.53968141954046
evm.TU.Ap2.3171,NA
evm.TU.Ap2.3172,-0.238479431347646
evm.TU.Ap2.3173,-0.511468051611624
evm.TU.Ap2.3174,0.0636417975898761
evm.TU.Ap2.3175,0.664928345520323
evm.TU.Ap2.3176,0.317913936236829
evm.TU.Ap2.3177,NA
evm.TU.Ap2.3178,-0.0484200555562344
evm.TU.Ap2.3179,NA
evm.TU.Ap2.318,0.00346256837740602
evm.TU.Ap2.3180,0.239870406245631
evm.TU.Ap2.3181,1.36279942482344
evm.TU.Ap2.3182,1.97242284245426
evm.TU.Ap2.3183,0.713162556735023
evm.TU.Ap2.3184,8.39002517229654
evm.TU.Ap2.3185,-1.27009418953966
evm.TU.Ap2.3186,-2.2658924035253
evm.TU.Ap2.3187,2.10052850484794
evm.TU.Ap2.3188,-0.0360693970644585
evm.TU.Ap2.3189,NA
evm.TU.Ap2.319,NA
evm.TU.Ap2.3190,-0.0360698956929072
evm.TU.Ap2.3191,0.0317719981928539
evm.TU.Ap2.3192,1.25245121859341
evm.TU.Ap2.3193,1.32491252376536
evm.TU.Ap2.3194,0.162300166093817
evm.TU.Ap2.3195,0.574748541512062
evm.TU.Ap2.3196,0.673373970214191
evm.TU.Ap2.3197,1.00561105968126
evm.TU.Ap2.3198,-0.036069860533602
evm.TU.Ap2.3199,0.456982718027807
evm.TU.Ap2.32,-5.24486467451586
evm.TU.Ap2.320,-0.0699561891095961
evm.TU.Ap2.3200,0.437548350636761
evm.TU.Ap2.3201,3.15219176184068
evm.TU.Ap2.3202,-3.0107875884118
evm.TU.Ap2.3203,1.34020486962446
evm.TU.Ap2.3204,1.00902089220327
evm.TU.Ap2.3205,0.0387496454820814
evm.TU.Ap2.3206,-2.59442907615637
evm.TU.Ap2.3207,-0.156788276395763
evm.TU.Ap2.3208,0.799038629290413
evm.TU.Ap2.3209,-0.972735341529269
evm.TU.Ap2.321,-1.04116825992552
evm.TU.Ap2.3210,1.25012414611563
evm.TU.Ap2.3211,-1.37445022972348
evm.TU.Ap2.3212,0.14102239633002
evm.TU.Ap2.3213,-0.295028503798438
evm.TU.Ap2.3214,2.13212607034885
evm.TU.Ap2.3215,2.68415652854316
evm.TU.Ap2.3216,-0.060877215896324
evm.TU.Ap2.3217,-6.59111228755592
evm.TU.Ap2.3218,-0.00635202057614901
evm.TU.Ap2.3219,-1.78223939364984
evm.TU.Ap2.322,-0.702220067667773
evm.TU.Ap2.3220,-0.568682992987724
evm.TU.Ap2.3221,-2.9229113082191
evm.TU.Ap2.3222,1.08927226787175
evm.TU.Ap2.3223,0.00375735923104575
evm.TU.Ap2.3224,-0.772031887037918
evm.TU.Ap2.3225,3.92911038974048
evm.TU.Ap2.3226,-0.155128759211976
evm.TU.Ap2.3227,-15.1807539340657
evm.TU.Ap2.3228,0.00454203677196225
evm.TU.Ap2.3229,0.00194535098969075
evm.TU.Ap2.323,1.01095551390088
evm.TU.Ap2.3230,0.0486170168708443
evm.TU.Ap2.3231,-0.519609792488144
evm.TU.Ap2.3232,0.388634869453074
evm.TU.Ap2.3233,4.35119013136216
evm.TU.Ap2.3234,0.0582021615239343
evm.TU.Ap2.3235,5.97830908570486
evm.TU.Ap2.3236,10.3590638779611
evm.TU.Ap2.3237,-3.48859325647414
evm.TU.Ap2.3238,0.00977258444691665
evm.TU.Ap2.3239,-0.0545287049097156
evm.TU.Ap2.324,1.28222403523887
evm.TU.Ap2.3240,1.18240117771977
evm.TU.Ap2.3241,-0.629628486623635
evm.TU.Ap2.3242,-1.64665258602903
evm.TU.Ap2.3243,NA
evm.TU.Ap2.3244,-1.92372111081581
evm.TU.Ap2.3245,-0.495857316119428
evm.TU.Ap2.3246,-5.25838681949085
evm.TU.Ap2.3247,NA
evm.TU.Ap2.3248,NA
evm.TU.Ap2.3249,-2.10957917130613
evm.TU.Ap2.325,-2.39930516544439
evm.TU.Ap2.3250,-0.23305429052307
evm.TU.Ap2.3251,-5.78684355392585
evm.TU.Ap2.3252,-1.1610773969429
evm.TU.Ap2.3253,0.0346749107210625
evm.TU.Ap2.3254,1.77554558808425
evm.TU.Ap2.3255,-0.121458712285397
evm.TU.Ap2.3256,-1.86198005371608
evm.TU.Ap2.3257,-0.126578763984001
evm.TU.Ap2.3258,2.52885849448035
evm.TU.Ap2.3259,1.912859013409
evm.TU.Ap2.326,-4.77331237491321
evm.TU.Ap2.3260,1.15923445069567
evm.TU.Ap2.3261,0.530396535129784
evm.TU.Ap2.3262,0.415751394867809
evm.TU.Ap2.3263,NA
evm.TU.Ap2.3264,NA
evm.TU.Ap2.3265,NA
evm.TU.Ap2.3266,-10.1490738968471
evm.TU.Ap2.3267,-0.722481369340724
evm.TU.Ap2.3268,-0.209172184934945
evm.TU.Ap2.3269,-2.4824549330695
evm.TU.Ap2.327,-0.301347177829914
evm.TU.Ap2.3270,-0.389298635719242
evm.TU.Ap2.3271,-1.18641415384908
evm.TU.Ap2.3272,0.439768478703238
evm.TU.Ap2.3273,1.24179064167747
evm.TU.Ap2.3274,-4.46439847802931
evm.TU.Ap2.3275,-1.16596706753145
evm.TU.Ap2.3276,-2.67577645435723
evm.TU.Ap2.3277,0.0408395019911063
evm.TU.Ap2.3278,NA
evm.TU.Ap2.3279,NA
evm.TU.Ap2.328,0.236088705094684
evm.TU.Ap2.3280,-1.71825339465524
evm.TU.Ap2.3281,-3.91021708798978
evm.TU.Ap2.3282,-2.44400684993566
evm.TU.Ap2.3283,-0.0321004520883136
evm.TU.Ap2.3284,0.436493037885387
evm.TU.Ap2.3285,-0.0435109052007561
evm.TU.Ap2.3286,1.82445305210956
evm.TU.Ap2.3287,0.727812512357505
evm.TU.Ap2.3288,-0.0699566244327144
evm.TU.Ap2.3289,-0.297493090866528
evm.TU.Ap2.329,0.0317719981928539
evm.TU.Ap2.3290,1.50291866743772
evm.TU.Ap2.3291,0.111108843775847
evm.TU.Ap2.3292,0.261213120297847
evm.TU.Ap2.3293,0.177375777861553
evm.TU.Ap2.3294,-1.46677959120226
evm.TU.Ap2.3295,-0.898381191723275
evm.TU.Ap2.3296,0.125416584674535
evm.TU.Ap2.3297,-0.987163650284078
evm.TU.Ap2.3298,NA
evm.TU.Ap2.3299,-2.39752897722905
evm.TU.Ap2.33,-0.121052681622211
evm.TU.Ap2.330,NA
evm.TU.Ap2.3300,0.371709918531586
evm.TU.Ap2.3301,-3.36670495114709
evm.TU.Ap2.3302,0.131036177963629
evm.TU.Ap2.3303,2.64904673919253
evm.TU.Ap2.3304,-0.51685669431542
evm.TU.Ap2.3305,NA
evm.TU.Ap2.3306,-1.15106291349399
evm.TU.Ap2.3307,-11.7581642910969
evm.TU.Ap2.3308_evm.TU.Ap2.3309,0.168804301337071
evm.TU.Ap2.331,-0.334353895856435
evm.TU.Ap2.3310,1.11355251888622
evm.TU.Ap2.3311,0.713171975318946
evm.TU.Ap2.3312,2.28527055592928
evm.TU.Ap2.3313,0.261824982551759
evm.TU.Ap2.3314,0.0904023260896916
evm.TU.Ap2.3315,-0.621502522413523
evm.TU.Ap2.3316,-0.479014473738608
evm.TU.Ap2.3317,0.00340456400789331
evm.TU.Ap2.3318,1.33317189431237
evm.TU.Ap2.3319,-2.57620494818248
evm.TU.Ap2.332,0.479392438320601
evm.TU.Ap2.3320,-1.23700891334171
evm.TU.Ap2.3321,-4.32484617666853
evm.TU.Ap2.3322,0.0805987601171871
evm.TU.Ap2.3323,NA
evm.TU.Ap2.3324,2.46759944096151
evm.TU.Ap2.3325,-0.0011585478911971
evm.TU.Ap2.3326,0.198165070254931
evm.TU.Ap2.3327,NA
evm.TU.Ap2.3328,-0.128173790441142
evm.TU.Ap2.3329,-0.1763803646363
evm.TU.Ap2.333,0.0747570637792414
evm.TU.Ap2.3330,NA
evm.TU.Ap2.3331,NA
evm.TU.Ap2.3332,0.0401044287093767
evm.TU.Ap2.3333,0.0317719981928539
evm.TU.Ap2.3334,NA
evm.TU.Ap2.3335,NA
evm.TU.Ap2.3336,NA
evm.TU.Ap2.3337,-0.00092783497560843
evm.TU.Ap2.3338,-0.716856913241473
evm.TU.Ap2.3339,-1.3042016515456
evm.TU.Ap2.334,-0.675632463007939
evm.TU.Ap2.3340,-1.75260641939148
evm.TU.Ap2.3341,-3.64467876849923
evm.TU.Ap2.3342,-0.335627823958319
evm.TU.Ap2.3343,-0.477509326066512
evm.TU.Ap2.3344,-0.855055899323552
evm.TU.Ap2.3345_evm.TU.Ap2.3347,-1.80786437131651
evm.TU.Ap2.3346,NA
evm.TU.Ap2.3348,-1.23079536895128
evm.TU.Ap2.3349,0.473854337347675
evm.TU.Ap2.335,-0.493355014291041
evm.TU.Ap2.3350,-1.11475526888871
evm.TU.Ap2.3351,-0.218723901943627
evm.TU.Ap2.3352,3.13708866119465
evm.TU.Ap2.3353,-1.17386110026535
evm.TU.Ap2.3354,0.676175517665836
evm.TU.Ap2.3355,-5.8182544149064
evm.TU.Ap2.3356,2.38957490801848
evm.TU.Ap2.3357,0.426627636993146
evm.TU.Ap2.3358,-1.13961253750501
evm.TU.Ap2.3359,0.339444155461
evm.TU.Ap2.336,0.253926472166922
evm.TU.Ap2.3360,NA
evm.TU.Ap2.3361,-0.0629257290791004
evm.TU.Ap2.3362,-0.378902707585717
evm.TU.Ap2.3363,NA
evm.TU.Ap2.3364,NA
evm.TU.Ap2.3365,NA
evm.TU.Ap2.3366,-1.00174171684936
